N	P	M	v0	beta	num_steps
10	200	120	2.000000e-01	7.000000e-01	50000
i	V_beta	h^2	Acc.
351	2.290880e-01	5.622823e+05	1
352	2.240528e-01	5.629319e+05	1
353	2.029199e-01	5.680564e+05	1
354	1.826283e-01	5.890739e+05	1
355	1.826283e-01	5.933035e+05	0
356	1.847835e-01	5.243703e+05	1
357	1.877263e-01	5.677549e+05	1
358	1.877263e-01	6.208338e+05	0
359	1.877263e-01	5.728117e+05	0
360	1.947036e-01	5.939851e+05	1
361	2.144892e-01	5.658734e+05	1
362	1.912526e-01	5.943458e+05	1
363	1.798448e-01	5.774708e+05	1
364	1.895863e-01	5.218479e+05	1
365	1.940979e-01	5.896099e+05	1
366	1.940979e-01	5.711796e+05	0
367	1.761743e-01	5.858020e+05	1
368	1.878004e-01	5.640081e+05	1
369	2.116927e-01	5.545062e+05	1
370	2.406970e-01	5.736845e+05	1
371	2.434759e-01	5.767741e+05	1
372	2.163497e-01	5.539833e+05	1
373	2.163497e-01	6.008084e+05	0
374	1.897600e-01	6.270628e+05	1
375	1.908555e-01	5.478467e+05	1
376	1.971558e-01	5.974845e+05	1
377	1.926195e-01	5.535766e+05	1
378	1.930378e-01	5.620810e+05	1
379	1.854028e-01	6.073042e+05	1
380	1.775560e-01	5.659977e+05	1
381	1.703391e-01	6.023219e+05	1
382	1.811304e-01	5.860169e+05	1
383	1.904681e-01	5.845662e+05	1
384	1.901292e-01	5.736378e+05	1
385	1.925687e-01	5.672971e+05	1
386	1.844909e-01	5.560359e+05	1
387	1.876453e-01	5.691474e+05	1
388	1.859197e-01	5.455009e+05	1
389	1.876914e-01	5.568907e+05	1
390	1.996472e-01	5.646829e+05	1
391	2.169291e-01	5.685320e+05	1
392	2.198916e-01	5.774614e+05	1
393	2.108230e-01	5.686413e+05	1
394	2.108230e-01	5.698596e+05	0
395	1.847758e-01	6.018851e+05	1
396	1.727096e-01	5.856567e+05	1
397	1.727096e-01	5.794229e+05	0
398	1.727096e-01	5.868328e+05	0
399	1.987696e-01	5.624560e+05	1
400	2.016433e-01	5.694093e+05	1
401	2.104089e-01	5.839592e+05	1
402	2.366847e-01	5.635082e+05	1
403	2.234091e-01	5.301832e+05	1
404	2.524594e-01	5.326041e+05	1
405	2.524594e-01	5.839128e+05	0
406	2.678000e-01	5.607486e+05	1
407	2.891315e-01	6.005441e+05	1
408	2.891315e-01	6.023519e+05	0
409	2.869837e-01	5.652307e+05	1
410	3.015118e-01	5.561418e+05	1
411	2.905927e-01	5.772637e+05	1
412	2.664338e-01	5.934410e+05	1
413	2.900646e-01	5.500965e+05	1
414	2.880793e-01	5.842028e+05	1
415	3.029711e-01	5.843001e+05	1
416	2.952320e-01	6.271614e+05	1
417	3.167159e-01	5.848815e+05	1
418	3.167159e-01	6.270045e+05	0
419	3.220128e-01	5.948494e+05	1
420	3.273476e-01	5.293205e+05	1
421	3.273476e-01	6.019208e+05	0
422	3.213779e-01	5.459047e+05	1
423	3.199614e-01	5.941460e+05	1
424	3.331429e-01	5.804383e+05	1
425	3.239344e-01	5.361367e+05	1
426	3.348445e-01	5.893545e+05	1
427	3.128752e-01	5.463639e+05	1
428	3.460559e-01	5.946177e+05	1
429	3.525676e-01	5.531762e+05	1
430	3.444508e-01	5.434904e+05	1
431	3.444508e-01	5.958121e+05	0
432	3.718786e-01	5.845323e+05	1
433	3.718786e-01	6.113508e+05	0
434	3.977043e-01	5.799531e+05	1
435	3.973773e-01	5.460425e+05	1
436	4.199488e-01	5.446233e+05	1
437	4.199488e-01	5.727124e+05	0
438	4.100746e-01	5.912669e+05	1
439	4.100746e-01	5.902395e+05	0
440	4.277631e-01	5.851984e+05	1
441	4.196748e-01	5.716188e+05	1
442	4.196748e-01	5.985264e+05	0
443	4.258168e-01	5.929625e+05	1
444	4.317734e-01	5.689879e+05	1
445	4.244408e-01	5.665604e+05	1
446	4.244408e-01	5.899631e+05	0
447	4.439861e-01	5.935933e+05	1
448	4.602262e-01	5.634340e+05	1
449	4.435173e-01	5.444524e+05	1
450	4.654021e-01	5.793652e+05	1
451	4.909584e-01	5.543787e+05	1
452	4.880928e-01	5.638817e+05	1
453	5.178468e-01	6.085510e+05	1
454	5.053267e-01	5.971314e+05	1
455	5.053267e-01	5.988244e+05	0
456	4.962719e-01	5.919706e+05	1
457	4.803992e-01	5.818705e+05	1
458	5.098228e-01	5.485338e+05	1
459	5.098228e-01	5.972749e+05	0
460	5.083590e-01	5.546975e+05	1
461	5.220791e-01	5.968322e+05	1
462	5.382876e-01	5.332122e+05	1
463	5.164574e-01	5.873780e+05	1
464	5.249022e-01	5.656999e+05	1
465	5.774263e-01	5.913212e+05	1
466	5.669698e-01	5.531922e+05	1
467	5.714488e-01	5.472705e+05	1
468	5.355221e-01	5.511039e+05	1
469	5.282439e-01	6.059053e+05	1
470	5.282439e-01	5.981414e+05	0
471	5.259283e-01	5.525191e+05	1
472	5.615068e-01	6.094709e+05	1
473	5.514870e-01	5.704833e+05	1
474	5.726073e-01	5.710447e+05	1
475	5.881738e-01	5.940867e+05	1
476	5.807980e-01	6.026119e+05	1
477	5.184132e-01	5.809119e+05	1
478	5.069393e-01	6.103605e+05	1
479	4.817951e-01	5.571716e+05	1
480	5.019279e-01	5.914640e+05	1
481	5.019279e-01	5.812810e+05	0
482	4.924980e-01	5.536639e+05	1
483	5.075550e-01	5.689905e+05	1
484	4.821460e-01	6.074049e+05	1
485	4.958913e-01	6.061822e+05	1
486	5.150821e-01	5.428948e+05	1
487	5.150821e-01	5.581108e+05	0
488	5.431665e-01	5.756459e+05	1
489	5.149507e-01	5.925824e+05	1
490	5.149507e-01	5.753528e+05	0
491	5.215357e-01	5.670825e+05	1
492	5.523768e-01	5.456353e+05	1
493	5.523768e-01	5.745901e+05	0
494	5.523768e-01	5.954540e+05	0
495	5.551288e-01	5.583573e+05	1
496	5.745724e-01	5.716563e+05	1
497	5.417386e-01	5.671530e+05	1
498	5.420221e-01	5.940672e+05	1
499	5.324197e-01	5.317481e+05	1
500	5.311165e-01	6.028533e+05	1
501	5.345243e-01	5.894601e+05	1
502	5.574820e-01	6.306855e+05	1
503	5.574820e-01	6.176298e+05	0
504	6.122081e-01	5.528217e+05	1
505	5.701877e-01	5.551388e+05	1
506	5.781792e-01	5.568922e+05	1
507	5.702348e-01	5.926613e+05	1
508	5.796992e-01	5.525284e+05	1
509	5.318242e-01	5.880288e+05	1
510	5.441655e-01	5.828494e+05	1
511	5.237983e-01	5.968024e+05	1
512	5.169332e-01	5.473163e+05	1
513	5.320180e-01	5.764791e+05	1
514	5.549991e-01	5.524905e+05	1
515	5.549991e-01	5.967028e+05	0
516	5.453942e-01	5.585058e+05	1
517	5.563727e-01	5.855680e+05	1
518	5.316215e-01	5.511029e+05	1
519	5.532767e-01	5.863989e+05	1
520	5.823446e-01	5.739253e+05	1
521	5.900945e-01	5.731862e+05	1
522	6.235744e-01	5.485548e+05	1
523	5.698192e-01	5.824362e+05	1
524	5.800508e-01	5.806824e+05	1
525	6.136882e-01	5.744192e+05	1
526	6.218292e-01	5.939093e+05	1
527	6.218292e-01	6.052279e+05	0
528	6.029954e-01	5.596321e+05	1
529	6.237228e-01	5.609011e+05	1
530	6.885484e-01	5.755075e+05	1
531	6.458682e-01	5.574329e+05	1
532	6.350560e-01	5.861220e+05	1
533	6.918545e-01	5.845538e+05	1
534	6.918545e-01	5.835662e+05	0
535	7.006431e-01	5.367416e+05	1
536	7.317585e-01	5.614464e+05	1
537	7.178335e-01	5.542348e+05	1
538	7.352693e-01	5.689678e+05	1
539	7.507401e-01	5.947941e+05	1
540	7.280716e-01	5.633351e+05	1
541	7.706893e-01	5.693524e+05	1
542	7.377303e-01	5.488319e+05	1
543	8.080995e-01	6.089535e+05	1
544	7.916778e-01	5.900374e+05	1
545	8.498535e-01	5.443693e+05	1
546	8.376253e-01	5.738077e+05	1
547	8.376253e-01	5.843848e+05	0
548	8.954937e-01	5.879567e+05	1
549	9.716461e-01	5.601290e+05	1
550	1.002091e+00	5.641713e+05	1
551	1.002091e+00	6.670722e+05	0
552	9.736948e-01	5.880885e+05	1
553	9.874402e-01	5.765056e+05	1
554	9.866744e-01	6.138901e+05	1
555	9.756451e-01	5.927589e+05	1
556	9.146372e-01	5.617983e+05	1
557	9.146372e-01	6.102668e+05	0
558	8.911408e-01	5.763966e+05	1
559	8.673213e-01	5.703040e+05	1
560	8.518565e-01	6.025621e+05	1
561	8.540650e-01	5.844623e+05	1
562	8.165748e-01	5.861803e+05	1
563	7.988331e-01	6.135220e+05	1
564	7.890883e-01	5.876956e+05	1
565	7.958889e-01	5.530715e+05	1
566	7.479008e-01	6.199419e+05	1
567	8.065316e-01	5.753008e+05	1
568	8.134472e-01	5.470481e+05	1
569	8.304245e-01	5.776040e+05	1
570	8.747515e-01	5.798697e+05	1
571	8.290988e-01	5.552034e+05	1
572	8.462128e-01	5.473262e+05	1
573	8.558535e-01	5.628075e+05	1
574	8.266757e-01	5.450887e+05	1
575	8.111621e-01	5.853024e+05	1
576	8.024513e-01	5.480205e+05	1
577	7.979697e-01	5.579103e+05	1
578	8.349667e-01	5.716381e+05	1
579	8.409473e-01	5.603481e+05	1
580	8.101522e-01	5.554923e+05	1
581	8.131047e-01	5.497998e+05	1
582	8.371257e-01	6.188434e+05	1
583	8.336432e-01	5.620752e+05	1
584	8.348987e-01	5.748521e+05	1
585	8.728366e-01	5.581072e+05	1
586	9.108168e-01	5.401158e+05	1
587	8.763574e-01	5.566030e+05	1
588	8.961288e-01	5.598859e+05	1
589	9.094045e-01	5.652679e+05	1
590	9.073331e-01	5.665579e+05	1
591	8.844179e-01	5.537662e+05	1
592	8.999464e-01	5.850001e+05	1
593	8.999464e-01	5.797767e+05	0
594	8.999464e-01	6.136689e+05	0
595	8.918999e-01	5.607576e+05	1
596	8.522530e-01	5.969353e+05	1
597	9.192664e-01	5.894578e+05	1
598	9.192664e-01	5.985873e+05	0
599	9.005056e-01	5.257059e+05	1
600	8.721629e-01	6.206255e+05	1
601	9.226993e-01	5.923684e+05	1
602	9.915595e-01	5.711771e+05	1
603	9.498272e-01	5.213137e+05	1
604	9.364443e-01	5.669918e+05	1
605	9.407112e-01	5.419281e+05	1
606	9.697628e-01	5.712474e+05	1
607	9.428536e-01	5.876285e+05	1
608	9.372772e-01	5.986000e+05	1
609	9.406689e-01	5.459767e+05	1
610	8.992053e-01	5.867334e+05	1
611	8.979001e-01	5.507773e+05	1
612	8.733688e-01	5.608930e+05	1
613	9.122808e-01	5.773934e+05	1
614	9.122808e-01	6.080527e+05	0
615	9.476002e-01	5.782940e+05	1
616	9.347537e-01	5.314723e+05	1
617	9.347537e-01	5.979207e+05	0
618	8.897342e-01	5.557137e+05	1
619	9.321414e-01	5.452169e+05	1
620	8.586495e-01	5.949636e+05	1
621	8.818596e-01	6.019016e+05	1
622	9.053023e-01	5.511669e+05	1
623	9.330387e-01	5.626585e+05	1
624	9.062120e-01	6.027653e+05	1
625	8.905158e-01	5.742690e+05	1
626	8.645713e-01	5.765101e+05	1
627	8.645713e-01	5.658540e+05	0
628	8.975363e-01	5.710039e+05	1
629	9.278320e-01	5.563275e+05	1
630	9.071335e-01	5.956404e+05	1
631	9.071335e-01	5.732998e+05	0
632	9.071335e-01	6.472163e+05	0
633	8.600681e-01	5.913432e+05	1
634	8.646304e-01	5.829858e+05	1
635	8.646304e-01	5.656507e+05	0
636	8.190291e-01	5.971602e+05	1
637	8.145171e-01	5.621178e+05	1
638	8.502916e-01	5.831366e+05	1
639	8.494771e-01	5.897549e+05	1
640	8.457860e-01	5.598256e+05	1
641	8.936328e-01	5.499840e+05	1
642	8.377886e-01	5.747738e+05	1
643	8.377886e-01	5.853837e+05	0
644	8.400167e-01	5.425924e+05	1
645	8.394741e-01	5.636422e+05	1
646	8.476389e-01	6.036758e+05	1
647	8.476389e-01	5.636191e+05	0
648	8.235429e-01	5.618969e+05	1
649	7.991301e-01	5.794707e+05	1
650	7.791452e-01	5.930033e+05	1
651	7.791452e-01	5.904835e+05	0
652	7.882136e-01	5.466041e+05	1
653	7.521407e-01	5.867520e+05	1
654	7.521407e-01	6.078861e+05	0
655	7.644967e-01	5.576699e+05	1
656	7.882629e-01	5.831044e+05	1
657	7.687455e-01	5.905373e+05	1
658	7.931581e-01	6.373266e+05	1
659	7.567007e-01	5.791834e+05	1
660	7.567007e-01	5.960672e+05	0
661	7.319777e-01	5.594832e+05	1
662	7.219030e-01	5.261754e+05	1
663	7.497772e-01	5.269193e+05	1
664	7.043441e-01	5.291694e+05	1
665	7.356351e-01	5.598433e+05	1
666	7.006135e-01	5.778896e+05	1
667	6.758691e-01	5.983852e+05	1
668	6.709687e-01	5.692711e+05	1
669	6.323774e-01	5.894064e+05	1
670	6.330537e-01	5.677316e+05	1
671	6.576987e-01	5.747648e+05	1
672	6.927393e-01	5.920474e+05	1
673	6.927393e-01	5.690041e+05	0
674	6.812904e-01	5.615858e+05	1
675	6.490464e-01	5.531110e+05	1
676	6.796420e-01	5.461457e+05	1
677	7.329991e-01	6.029504e+05	1
678	7.517951e-01	5.723081e+05	1
679	7.517951e-01	6.031475e+05	0
680	7.419869e-01	5.597971e+05	1
681	7.370042e-01	5.754877e+05	1
682	7.328892e-01	5.695500e+05	1
683	7.573676e-01	5.710775e+05	1
684	7.975260e-01	5.723006e+05	1
685	7.739423e-01	5.854759e+05	1
686	7.945547e-01	5.691059e+05	1
687	8.094678e-01	5.596852e+05	1
688	8.900741e-01	5.754106e+05	1
689	9.034345e-01	5.470024e+05	1
690	8.982651e-01	5.843066e+05	1
691	9.005807e-01	5.527952e+05	1
692	8.914115e-01	5.842909e+05	1
693	8.824539e-01	5.830824e+05	1
