N	P	M	v0	beta	num_steps
20	60	48	2.000000e-01	7.000000e-01	100000
i	V_beta	h^2	Acc.
184	1.643237e+00	1.066283e+05	0
185	1.643237e+00	1.075269e+05	0
186	1.643237e+00	1.014019e+05	0
187	1.551616e+00	9.918284e+04	1
188	1.571570e+00	1.028863e+05	1
189	1.537730e+00	1.048306e+05	1
190	1.683966e+00	9.699492e+04	1
191	1.702199e+00	1.175850e+05	1
192	1.696306e+00	1.031516e+05	1
193	1.749720e+00	1.150453e+05	1
194	1.865268e+00	1.078399e+05	1
195	1.865268e+00	1.134063e+05	0
196	1.840177e+00	9.474420e+04	1
197	1.840177e+00	9.503070e+04	0
198	1.840177e+00	1.119781e+05	0
199	1.781161e+00	9.463719e+04	1
200	1.781161e+00	1.089869e+05	0
201	1.840289e+00	9.630687e+04	1
202	1.775187e+00	1.066559e+05	1
203	1.680782e+00	9.900314e+04	1
204	1.682365e+00	9.917750e+04	1
205	1.682365e+00	9.828369e+04	0
206	1.674151e+00	9.991242e+04	1
207	1.733243e+00	1.005460e+05	1
208	1.689189e+00	9.953725e+04	1
209	1.590326e+00	1.019711e+05	1
210	1.650281e+00	1.018892e+05	1
211	1.426621e+00	1.011137e+05	1
212	1.497624e+00	1.084663e+05	1
213	1.497624e+00	1.034412e+05	0
214	1.497624e+00	1.006483e+05	0
215	1.497624e+00	1.114296e+05	0
216	1.497624e+00	1.098978e+05	0
217	1.501217e+00	1.017526e+05	1
218	1.576073e+00	1.017611e+05	1
219	1.576073e+00	1.127653e+05	0
220	1.576073e+00	1.098338e+05	0
221	1.576073e+00	1.066618e+05	0
222	1.576073e+00	1.056251e+05	0
223	1.544092e+00	1.052651e+05	1
224	1.544092e+00	1.030596e+05	0
225	1.544092e+00	1.087445e+05	0
226	1.547377e+00	1.021781e+05	1
227	1.458049e+00	1.064120e+05	1
228	1.536698e+00	1.116166e+05	1
229	1.536698e+00	1.118002e+05	0
230	1.378031e+00	1.005436e+05	1
231	1.455857e+00	1.039983e+05	1
232	1.462363e+00	1.077517e+05	1
233	1.488235e+00	1.054990e+05	1
234	1.539456e+00	1.022368e+05	1
235	1.470747e+00	1.015158e+05	1
236	1.363082e+00	1.087973e+05	1
237	1.464268e+00	1.103146e+05	1
238	1.539139e+00	1.040536e+05	1
239	1.561605e+00	1.086134e+05	1
240	1.676190e+00	1.137234e+05	1
241	1.681085e+00	1.052873e+05	1
242	1.765307e+00	1.076568e+05	1
243	1.794217e+00	9.844923e+04	1
244	1.911002e+00	1.017640e+05	1
245	1.911002e+00	1.052681e+05	0
246	1.867638e+00	9.854324e+04	1
247	2.086538e+00	9.811988e+04	1
248	2.086538e+00	9.833102e+04	0
249	2.088593e+00	1.052004e+05	1
250	2.318462e+00	9.853345e+04	1
251	2.337264e+00	1.136331e+05	1
252	2.283257e+00	1.071105e+05	1
253	2.230220e+00	1.070012e+05	1
254	2.262890e+00	1.062525e+05	1
255	2.266758e+00	1.092162e+05	1
256	2.266758e+00	9.382018e+04	0
257	2.475514e+00	1.041863e+05	1
258	2.475514e+00	1.065178e+05	0
259	2.480018e+00	1.000018e+05	1
260	2.617586e+00	1.001224e+05	1
261	2.809240e+00	1.075767e+05	1
262	2.925999e+00	1.047962e+05	1
263	2.925999e+00	1.061666e+05	0
264	2.951103e+00	8.890139e+04	1
265	3.134564e+00	9.780341e+04	1
266	3.063220e+00	1.187262e+05	1
267	2.976200e+00	9.949922e+04	1
268	2.990261e+00	1.107034e+05	1
269	2.990261e+00	1.055572e+05	0
270	2.990261e+00	1.097034e+05	0
271	2.990261e+00	1.113390e+05	0
272	3.021522e+00	9.873892e+04	1
273	3.021522e+00	1.056457e+05	0
274	3.039628e+00	1.019744e+05	1
275	3.111211e+00	1.015214e+05	1
276	2.983002e+00	1.023356e+05	1
277	2.838620e+00	9.924879e+04	1
278	2.838620e+00	1.061920e+05	0
279	2.838620e+00	1.098231e+05	0
280	2.849898e+00	9.530472e+04	1
281	2.809678e+00	9.794887e+04	1
282	2.781462e+00	1.022916e+05	1
283	3.025133e+00	1.032381e+05	1
284	2.849377e+00	1.014425e+05	1
285	2.970181e+00	1.069902e+05	1
286	3.020502e+00	9.734400e+04	1
287	2.972057e+00	9.580856e+04	1
288	2.959422e+00	1.060646e+05	1
289	2.944185e+00	1.076621e+05	1
290	3.004566e+00	1.145495e+05	1
291	2.981605e+00	1.126875e+05	1
292	3.071605e+00	1.021232e+05	1
293	3.093504e+00	1.074418e+05	1
294	3.115582e+00	1.091274e+05	1
295	3.243302e+00	1.036989e+05	1
296	3.313262e+00	1.027115e+05	1
297	3.542067e+00	1.037843e+05	1
298	3.542067e+00	1.130397e+05	0
299	3.481166e+00	1.019711e+05	1
300	3.657640e+00	1.040912e+05	1
301	3.653442e+00	9.827259e+04	1
302	3.765044e+00	1.061008e+05	1
303	3.598817e+00	1.068554e+05	1
304	3.729457e+00	9.544291e+04	1
305	3.855233e+00	1.046901e+05	1
306	4.049899e+00	1.104889e+05	1
307	3.959956e+00	1.045580e+05	1
308	4.002672e+00	1.020894e+05	1
309	4.002672e+00	1.096782e+05	0
310	4.002672e+00	1.047306e+05	0
311	4.002672e+00	1.083144e+05	0
312	4.002672e+00	1.129701e+05	0
313	4.082167e+00	1.014192e+05	1
314	4.211656e+00	1.101770e+05	1
315	4.266392e+00	1.031988e+05	1
316	4.284950e+00	1.018988e+05	1
317	4.124224e+00	1.060984e+05	1
318	4.341921e+00	1.116228e+05	1
319	4.554503e+00	1.021645e+05	1
320	4.418713e+00	1.046801e+05	1
321	4.394108e+00	1.051835e+05	1
322	4.557283e+00	1.060661e+05	1
323	4.620209e+00	1.130445e+05	1
324	4.427164e+00	1.012876e+05	1
325	4.544253e+00	1.084844e+05	1
326	4.364959e+00	1.059609e+05	1
327	4.431645e+00	1.103041e+05	1
328	4.431645e+00	1.096402e+05	0
329	4.610946e+00	1.033586e+05	1
330	4.590315e+00	1.173048e+05	1
331	4.442742e+00	9.856679e+04	1
332	4.664924e+00	1.046305e+05	1
333	4.779647e+00	1.013336e+05	1
334	4.731794e+00	1.002433e+05	1
335	4.801130e+00	1.041132e+05	1
336	4.816101e+00	1.082059e+05	1
337	4.976258e+00	1.021607e+05	1
338	4.946040e+00	1.138284e+05	1
339	4.946040e+00	1.159184e+05	0
340	4.946040e+00	1.130196e+05	0
341	4.960414e+00	1.007901e+05	1
342	4.773607e+00	1.121808e+05	1
343	4.925204e+00	1.158787e+05	1
344	4.931534e+00	1.023620e+05	1
345	5.033993e+00	1.049770e+05	1
346	5.039720e+00	1.104933e+05	1
347	4.969405e+00	1.122616e+05	1
348	4.969405e+00	1.109734e+05	0
349	4.969405e+00	1.108360e+05	0
350	4.943562e+00	1.010410e+05	1
351	5.111243e+00	1.006373e+05	1
352	5.137459e+00	9.671553e+04	1
353	5.110571e+00	1.081474e+05	1
354	5.208688e+00	1.023546e+05	1
355	5.348796e+00	1.096507e+05	1
356	5.348796e+00	1.100716e+05	0
357	5.348796e+00	1.086207e+05	0
358	5.348796e+00	1.189073e+05	0
359	5.226729e+00	1.056835e+05	1
360	5.271591e+00	1.044545e+05	1
361	5.239164e+00	1.071908e+05	1
362	5.076201e+00	1.093673e+05	1
363	5.084829e+00	1.086326e+05	1
364	5.162443e+00	9.920714e+04	1
365	5.162443e+00	1.122304e+05	0
366	5.162443e+00	1.121893e+05	0
367	5.162443e+00	1.039576e+05	0
368	5.010279e+00	1.054273e+05	1
369	5.010279e+00	1.023435e+05	0
370	4.944644e+00	9.838465e+04	1
371	5.130673e+00	1.085017e+05	1
372	5.323369e+00	1.120877e+05	1
373	5.254311e+00	1.076048e+05	1
374	5.254311e+00	9.716583e+04	0
375	5.102620e+00	1.046843e+05	1
376	5.328571e+00	9.733241e+04	1
377	5.362075e+00	1.056817e+05	1
378	5.626541e+00	1.029823e+05	1
379	5.626541e+00	1.027410e+05	0
380	5.618994e+00	1.029809e+05	1
381	5.784313e+00	1.007749e+05	1
382	5.784313e+00	1.064119e+05	0
383	5.893004e+00	1.033608e+05	1
384	5.893004e+00	1.046225e+05	0
385	6.056974e+00	1.092559e+05	1
386	6.058538e+00	1.033817e+05	1
387	5.847960e+00	1.070613e+05	1
388	6.035302e+00	1.010363e+05	1
389	6.107920e+00	1.076203e+05	1
390	6.045401e+00	1.013112e+05	1
391	5.923807e+00	1.074906e+05	1
392	5.951091e+00	1.044262e+05	1
393	5.721085e+00	9.765422e+04	1
394	5.679215e+00	1.057589e+05	1
395	5.558080e+00	1.092709e+05	1
396	5.812853e+00	1.101022e+05	1
397	5.580931e+00	1.038723e+05	1
398	5.580931e+00	1.139361e+05	0
399	5.614614e+00	9.678193e+04	1
400	5.733335e+00	1.038018e+05	1
401	5.733335e+00	1.043378e+05	0
402	5.789874e+00	1.109909e+05	1
403	5.515301e+00	1.091228e+05	1
404	5.539305e+00	1.088152e+05	1
405	5.426104e+00	1.095930e+05	1
406	5.536375e+00	1.041320e+05	1
407	5.536375e+00	1.018511e+05	0
408	5.565736e+00	9.823806e+04	1
409	5.775377e+00	1.046976e+05	1
410	5.914892e+00	1.041472e+05	1
411	5.999345e+00	1.159037e+05	1
412	6.161678e+00	1.182267e+05	1
413	6.233046e+00	1.076721e+05	1
414	6.278338e+00	1.005181e+05	1
415	6.322966e+00	1.054543e+05	1
416	6.377816e+00	1.117551e+05	1
417	6.067197e+00	1.101044e+05	1
418	5.971164e+00	1.074166e+05	1
419	5.971164e+00	1.045664e+05	0
420	5.986870e+00	9.691024e+04	1
421	5.837661e+00	1.038187e+05	1
422	5.656323e+00	1.034893e+05	1
423	5.861292e+00	1.038487e+05	1
424	5.861292e+00	1.197614e+05	0
425	5.902159e+00	1.122187e+05	1
426	5.587893e+00	1.126550e+05	1
427	5.624535e+00	1.090029e+05	1
428	5.953972e+00	1.047011e+05	1
429	5.987689e+00	1.084901e+05	1
430	5.869183e+00	1.167549e+05	1
431	5.738554e+00	1.035468e+05	1
432	5.738554e+00	1.029745e+05	0
433	5.896504e+00	1.056967e+05	1
434	6.122311e+00	1.060163e+05	1
435	6.350118e+00	9.948488e+04	1
436	6.490027e+00	1.139666e+05	1
437	6.490027e+00	1.141791e+05	0
438	6.610898e+00	1.123713e+05	1
439	6.697910e+00	1.121234e+05	1
440	6.675814e+00	1.098558e+05	1
441	6.561507e+00	1.066386e+05	1
442	6.593062e+00	1.070972e+05	1
443	6.593062e+00	1.136905e+05	0
444	6.633749e+00	1.033078e+05	1
445	6.981174e+00	1.116009e+05	1
446	7.151208e+00	1.001400e+05	1
447	7.087845e+00	1.089109e+05	1
448	6.706289e+00	1.030274e+05	1
449	6.688581e+00	9.997434e+04	1
450	6.727358e+00	1.042634e+05	1
451	6.545300e+00	1.012067e+05	1
452	6.352621e+00	1.046042e+05	1
453	6.462871e+00	1.003369e+05	1
454	6.321151e+00	1.109481e+05	1
455	6.321151e+00	1.130207e+05	0
456	6.321151e+00	1.143880e+05	0
457	6.321151e+00	1.078662e+05	0
458	6.353130e+00	1.031354e+05	1
459	6.554394e+00	1.074185e+05	1
460	6.361508e+00	1.082813e+05	1
461	6.351684e+00	1.086716e+05	1
462	6.248662e+00	1.076510e+05	1
463	6.248662e+00	1.107899e+05	0
464	6.064221e+00	1.000302e+05	1
465	5.916991e+00	1.084782e+05	1
466	5.832535e+00	1.184229e+05	1
467	5.854317e+00	1.110382e+05	1
468	6.068878e+00	1.129415e+05	1
469	6.376847e+00	1.085643e+05	1
470	6.400546e+00	1.119224e+05	1
471	6.643004e+00	1.047291e+05	1
472	6.614867e+00	1.137922e+05	1
473	6.454171e+00	1.043596e+05	1
474	6.454171e+00	1.102564e+05	0
475	6.576077e+00	1.022720e+05	1
476	6.529164e+00	1.010278e+05	1
477	6.723535e+00	1.109424e+05	1
478	6.723535e+00	1.066020e+05	0
479	6.754128e+00	1.089461e+05	1
480	6.763346e+00	1.032120e+05	1
481	6.797781e+00	1.042088e+05	1
482	6.721636e+00	1.104625e+05	1
483	6.846619e+00	1.135050e+05	1
484	6.651336e+00	1.003573e+05	1
485	6.816418e+00	1.114651e+05	1
486	7.025360e+00	9.518711e+04	1
487	7.189804e+00	1.059699e+05	1
488	7.189804e+00	1.123902e+05	0
489	7.189804e+00	1.149766e+05	0
490	7.206994e+00	1.048970e+05	1
491	7.556669e+00	1.141661e+05	1
492	7.310004e+00	1.147940e+05	1
493	7.310004e+00	1.108453e+05	0
494	7.583583e+00	1.097025e+05	1
495	7.351975e+00	1.079496e+05	1
496	7.110998e+00	1.118580e+05	1
497	7.110998e+00	1.101903e+05	0
498	6.810539e+00	1.099149e+05	1
499	7.100438e+00	9.919176e+04	1
500	6.978343e+00	1.109552e+05	1
501	6.761852e+00	1.083494e+05	1
502	6.568570e+00	1.021377e+05	1
503	6.631831e+00	1.066916e+05	1
504	6.842814e+00	1.130082e+05	1
505	6.726952e+00	1.038554e+05	1
506	6.750121e+00	1.023882e+05	1
507	6.792745e+00	1.095149e+05	1
508	6.720957e+00	1.154761e+05	1
509	6.650879e+00	1.091288e+05	1
510	6.616772e+00	1.067196e+05	1
511	6.834026e+00	1.100850e+05	1
512	6.834026e+00	1.139584e+05	0
513	6.834026e+00	1.135037e+05	0
514	6.653915e+00	9.323168e+04	1
515	6.754735e+00	1.114039e+05	1
516	6.754735e+00	1.059971e+05	0
517	6.906246e+00	1.005196e+05	1
518	6.797692e+00	1.008937e+05	1
519	6.797692e+00	1.149195e+05	0
520	7.083698e+00	1.047884e+05	1
521	7.063695e+00	1.088914e+05	1
522	6.856939e+00	1.156756e+05	1
523	6.868989e+00	1.113350e+05	1
524	6.868989e+00	1.049835e+05	0
525	6.908886e+00	1.106022e+05	1
526	6.818622e+00	1.113380e+05	1
527	6.889144e+00	1.101134e+05	1
528	6.896880e+00	1.134904e+05	1
529	6.831349e+00	1.048788e+05	1
530	6.871542e+00	1.100501e+05	1
531	6.770659e+00	1.077930e+05	1
532	6.782009e+00	1.065833e+05	1
533	6.580632e+00	1.076217e+05	1
534	6.689218e+00	1.155052e+05	1
535	6.757590e+00	1.138604e+05	1
536	6.435143e+00	1.073268e+05	1
537	6.032351e+00	1.158930e+05	1
538	6.005012e+00	1.035927e+05	1
539	6.192753e+00	1.012675e+05	1
540	6.062624e+00	1.105394e+05	1
541	6.045819e+00	1.057868e+05	1
542	6.045819e+00	9.916049e+04	0
543	6.239362e+00	1.037151e+05	1
544	6.124236e+00	1.088519e+05	1
545	5.838159e+00	1.080632e+05	1
546	5.584150e+00	1.101263e+05	1
547	5.662348e+00	8.869484e+04	1
548	5.852114e+00	1.011808e+05	1
549	5.715635e+00	9.794066e+04	1
550	6.028923e+00	1.150775e+05	1
551	6.233637e+00	1.099454e+05	1
552	6.112238e+00	1.091268e+05	1
553	6.112238e+00	1.100870e+05	0
554	6.345291e+00	1.042340e+05	1
555	6.421013e+00	1.048895e+05	1
556	6.268559e+00	1.078692e+05	1
557	6.072467e+00	1.047565e+05	1
558	6.059743e+00	1.239927e+05	1
559	6.155957e+00	1.163540e+05	1
560	6.100956e+00	1.056240e+05	1
561	6.100956e+00	1.137108e+05	0
562	6.132219e+00	1.098710e+05	1
563	6.054242e+00	1.054531e+05	1
564	5.864858e+00	1.104436e+05	1
565	5.794794e+00	1.157265e+05	1
566	5.982871e+00	1.016223e+05	1
567	6.098495e+00	1.045009e+05	1
568	6.289622e+00	1.055503e+05	1
569	6.237107e+00	1.010715e+05	1
570	6.352806e+00	1.089841e+05	1
571	6.326921e+00	1.103067e+05	1
572	6.450194e+00	1.159629e+05	1
573	6.450194e+00	1.104070e+05	0
574	6.450194e+00	1.094880e+05	0
575	6.346975e+00	1.004269e+05	1
576	6.124322e+00	1.111441e+05	1
577	6.352756e+00	1.101488e+05	1
578	6.673880e+00	1.022083e+05	1
579	6.549267e+00	1.149872e+05	1
580	6.708189e+00	1.142929e+05	1
581	6.527965e+00	1.100453e+05	1
582	6.576319e+00	1.071027e+05	1
583	6.576319e+00	1.235031e+05	0
584	6.576319e+00	1.117136e+05	0
585	6.734759e+00	1.105575e+05	1
586	7.173847e+00	1.033656e+05	1
587	7.157341e+00	1.121274e+05	1
588	7.443045e+00	1.137830e+05	1
589	7.687432e+00	1.051510e+05	1
590	7.815950e+00	1.121725e+05	1
591	7.784071e+00	1.134204e+05	1
592	7.584009e+00	1.136962e+05	1
593	7.834171e+00	1.037455e+05	1
594	7.889798e+00	1.069800e+05	1
595	7.983417e+00	1.111347e+05	1
596	8.114521e+00	1.053464e+05	1
597	7.809177e+00	1.075662e+05	1
598	8.135391e+00	1.046113e+05	1
599	7.934724e+00	1.150254e+05	1
600	8.044291e+00	1.126260e+05	1
601	8.144525e+00	1.054354e+05	1
602	8.144525e+00	1.063017e+05	0
603	8.144525e+00	1.095698e+05	0
604	8.650596e+00	1.073406e+05	1
605	8.650596e+00	1.178903e+05	0
606	8.688537e+00	1.104164e+05	1
607	8.953151e+00	9.839896e+04	1
608	9.054819e+00	1.041653e+05	1
609	9.054819e+00	1.184268e+05	0
610	9.105035e+00	1.137193e+05	1
611	9.267225e+00	1.098947e+05	1
612	9.090024e+00	1.078921e+05	1
613	9.291342e+00	1.074004e+05	1
614	9.528769e+00	1.049344e+05	1
615	9.371339e+00	1.048100e+05	1
616	9.506816e+00	1.211520e+05	1
617	1.003358e+01	1.058795e+05	1
618	1.028149e+01	1.076744e+05	1
619	1.010196e+01	1.055542e+05	1
620	1.040656e+01	1.075511e+05	1
621	1.043719e+01	1.101960e+05	1
622	1.076438e+01	9.947064e+04	1
623	1.102484e+01	1.129627e+05	1
624	1.102484e+01	1.084038e+05	0
625	1.052895e+01	1.037472e+05	1
626	1.037794e+01	1.064420e+05	1
627	1.020573e+01	1.063430e+05	1
628	1.005907e+01	1.125555e+05	1
629	1.009313e+01	9.611299e+04	1
630	1.051732e+01	1.073449e+05	1
631	1.063178e+01	1.104539e+05	1
632	1.063505e+01	1.068948e+05	1
633	1.033749e+01	1.190045e+05	1
634	1.048353e+01	1.037560e+05	1
635	1.040667e+01	1.150471e+05	1
636	1.045577e+01	1.176124e+05	1
637	1.058684e+01	1.127494e+05	1
638	1.035002e+01	1.121891e+05	1
639	1.023088e+01	1.090246e+05	1
640	1.020799e+01	1.151831e+05	1
641	1.019839e+01	1.048218e+05	1
642	1.013156e+01	1.096967e+05	1
643	1.046435e+01	1.154914e+05	1
644	1.050987e+01	1.077259e+05	1
645	1.069700e+01	1.094821e+05	1
646	1.076829e+01	1.039792e+05	1
647	1.076571e+01	1.089431e+05	1
648	1.091364e+01	1.154436e+05	1
649	1.094280e+01	1.061187e+05	1
650	1.080799e+01	1.071113e+05	1
651	1.080799e+01	1.108196e+05	0
652	1.080799e+01	1.114101e+05	0
653	1.080799e+01	1.072621e+05	0
654	1.080799e+01	1.091294e+05	0
655	1.058437e+01	1.059732e+05	1
656	1.046685e+01	1.095622e+05	1
657	1.046685e+01	1.179333e+05	0
658	1.046685e+01	1.121283e+05	0
659	1.046685e+01	1.170340e+05	0
660	1.046685e+01	1.107400e+05	0
661	1.061298e+01	1.032056e+05	1
662	1.039932e+01	1.109390e+05	1
663	1.040960e+01	1.109403e+05	1
664	1.052297e+01	1.163647e+05	1
665	1.041552e+01	1.187518e+05	1
666	9.925279e+00	1.201793e+05	1
667	9.925279e+00	1.087296e+05	0
668	1.004497e+01	1.083403e+05	1
669	1.004497e+01	1.099688e+05	0
670	9.949270e+00	1.059223e+05	1
671	1.009154e+01	1.035304e+05	1
672	1.029054e+01	1.173029e+05	1
673	1.040275e+01	1.056274e+05	1
674	1.053742e+01	1.093041e+05	1
675	1.070296e+01	1.063704e+05	1
676	1.123547e+01	1.242698e+05	1
677	1.151322e+01	1.117740e+05	1
678	1.151322e+01	1.040293e+05	0
679	1.161537e+01	1.107531e+05	1
680	1.216450e+01	1.113283e+05	1
681	1.207165e+01	1.085905e+05	1
682	1.191526e+01	1.129717e+05	1
683	1.194885e+01	1.096469e+05	1
684	1.174552e+01	1.159869e+05	1
685	1.174552e+01	1.188487e+05	0
686	1.230253e+01	1.099628e+05	1
687	1.224343e+01	1.128786e+05	1
688	1.227070e+01	1.122021e+05	1
689	1.218907e+01	1.049757e+05	1
690	1.233162e+01	1.103162e+05	1
691	1.241123e+01	1.183809e+05	1
692	1.241123e+01	1.178764e+05	0
693	1.241123e+01	1.194367e+05	0
