N	P	M	v0	beta	num_steps
10	100	80	2.000000e-01	7.000000e-01	100000
i	V_beta	h^2	Acc.
482	2.002368e+00	1.480670e+05	1
483	2.022188e+00	1.420593e+05	1
484	2.022188e+00	1.567072e+05	0
485	1.978575e+00	1.376103e+05	1
486	2.025948e+00	1.531246e+05	1
487	2.017911e+00	1.492043e+05	1
488	1.965198e+00	1.509318e+05	1
489	2.107668e+00	1.463801e+05	1
490	2.040139e+00	1.371301e+05	1
491	2.040139e+00	1.481716e+05	0
492	2.038312e+00	1.544351e+05	1
493	2.038312e+00	1.450635e+05	0
494	2.038312e+00	1.434288e+05	0
495	2.089162e+00	1.405195e+05	1
496	2.089162e+00	1.433035e+05	0
497	2.077170e+00	1.361791e+05	1
498	2.115494e+00	1.450085e+05	1
499	2.139950e+00	1.457396e+05	1
500	2.121711e+00	1.520986e+05	1
501	2.125409e+00	1.434237e+05	1
502	2.125409e+00	1.534831e+05	0
503	2.146537e+00	1.596747e+05	1
504	2.200190e+00	1.425620e+05	1
505	2.200190e+00	1.481948e+05	0
506	2.151391e+00	1.412728e+05	1
507	2.083912e+00	1.501685e+05	1
508	2.010098e+00	1.389829e+05	1
509	2.010098e+00	1.566227e+05	0
510	1.946435e+00	1.297084e+05	1
511	1.952412e+00	1.434031e+05	1
512	1.963376e+00	1.461246e+05	1
513	1.954354e+00	1.421427e+05	1
514	1.996317e+00	1.353922e+05	1
515	1.952756e+00	1.448858e+05	1
516	1.879080e+00	1.434532e+05	1
517	1.879080e+00	1.577790e+05	0
518	1.974539e+00	1.473127e+05	1
519	1.974539e+00	1.497323e+05	0
520	2.086372e+00	1.336998e+05	1
521	2.100860e+00	1.433293e+05	1
522	2.115389e+00	1.458468e+05	1
523	2.131299e+00	1.369135e+05	1
524	2.106001e+00	1.464445e+05	1
525	2.106001e+00	1.482461e+05	0
526	2.095509e+00	1.492147e+05	1
527	1.991053e+00	1.376875e+05	1
528	1.953917e+00	1.226952e+05	1
529	2.043865e+00	1.554840e+05	1
530	2.043865e+00	1.460099e+05	0
531	2.063811e+00	1.476633e+05	1
532	2.115576e+00	1.587119e+05	1
533	2.018889e+00	1.482308e+05	1
534	2.014397e+00	1.389541e+05	1
535	2.001134e+00	1.374356e+05	1
536	1.965627e+00	1.466661e+05	1
537	1.927263e+00	1.343743e+05	1
538	1.950168e+00	1.401652e+05	1
539	1.886001e+00	1.617792e+05	1
540	1.908892e+00	1.371572e+05	1
541	2.060934e+00	1.489513e+05	1
542	2.143890e+00	1.374343e+05	1
543	2.225146e+00	1.454919e+05	1
544	2.248560e+00	1.578598e+05	1
545	2.258545e+00	1.510787e+05	1
546	2.339317e+00	1.477957e+05	1
547	2.391928e+00	1.480688e+05	1
548	2.317656e+00	1.461298e+05	1
549	2.227639e+00	1.579510e+05	1
550	2.246098e+00	1.460152e+05	1
551	2.311435e+00	1.458223e+05	1
552	2.320551e+00	1.601739e+05	1
553	2.137731e+00	1.396335e+05	1
554	2.116702e+00	1.307764e+05	1
555	2.156407e+00	1.432158e+05	1
556	2.135203e+00	1.529134e+05	1
557	2.132683e+00	1.380489e+05	1
558	2.178926e+00	1.472337e+05	1
559	2.178926e+00	1.585165e+05	0
560	2.169481e+00	1.370520e+05	1
561	2.113887e+00	1.561849e+05	1
562	2.235723e+00	1.534967e+05	1
563	2.311272e+00	1.403185e+05	1
564	2.368197e+00	1.424076e+05	1
565	2.368197e+00	1.588466e+05	0
566	2.368197e+00	1.517067e+05	0
567	2.375643e+00	1.408923e+05	1
568	2.296631e+00	1.378944e+05	1
569	2.414414e+00	1.454021e+05	1
570	2.554872e+00	1.424808e+05	1
571	2.506954e+00	1.350327e+05	1
572	2.541483e+00	1.409948e+05	1
573	2.632815e+00	1.495680e+05	1
574	2.652985e+00	1.504232e+05	1
575	2.652985e+00	1.540235e+05	0
576	2.674742e+00	1.517911e+05	1
577	2.659122e+00	1.578512e+05	1
578	2.667469e+00	1.438016e+05	1
579	2.667469e+00	1.485697e+05	0
580	2.537577e+00	1.420888e+05	1
581	2.453190e+00	1.333050e+05	1
582	2.449167e+00	1.486540e+05	1
583	2.469167e+00	1.387583e+05	1
584	2.371000e+00	1.487461e+05	1
585	2.333216e+00	1.470927e+05	1
586	2.453140e+00	1.424842e+05	1
587	2.513125e+00	1.312260e+05	1
588	2.640049e+00	1.441427e+05	1
589	2.640049e+00	1.491303e+05	0
590	2.640049e+00	1.431022e+05	0
591	2.647012e+00	1.364585e+05	1
592	2.647012e+00	1.481750e+05	0
593	2.601250e+00	1.466825e+05	1
594	2.523763e+00	1.357082e+05	1
595	2.443453e+00	1.529617e+05	1
596	2.492149e+00	1.635373e+05	1
597	2.434311e+00	1.478680e+05	1
598	2.460838e+00	1.523244e+05	1
599	2.545862e+00	1.419198e+05	1
600	2.545862e+00	1.482916e+05	0
601	2.545862e+00	1.541651e+05	0
602	2.545862e+00	1.398958e+05	0
603	2.545862e+00	1.364393e+05	0
604	2.545862e+00	1.542989e+05	0
605	2.545862e+00	1.498483e+05	0
606	2.530739e+00	1.299995e+05	1
607	2.558584e+00	1.433946e+05	1
608	2.538475e+00	1.478071e+05	1
609	2.696263e+00	1.421794e+05	1
610	2.801406e+00	1.486819e+05	1
611	2.801110e+00	1.436275e+05	1
612	2.874133e+00	1.471319e+05	1
613	2.878068e+00	1.461110e+05	1
614	2.878068e+00	1.386640e+05	0
615	2.873839e+00	1.306595e+05	1
616	2.794163e+00	1.455272e+05	1
617	2.794163e+00	1.580020e+05	0
618	2.969633e+00	1.433463e+05	1
619	2.969633e+00	1.521955e+05	0
620	2.982854e+00	1.415854e+05	1
621	3.003282e+00	1.600919e+05	1
622	2.943338e+00	1.602022e+05	1
623	3.015838e+00	1.485276e+05	1
624	3.039679e+00	1.439670e+05	1
625	3.045898e+00	1.616126e+05	1
626	3.032489e+00	1.318238e+05	1
627	3.032489e+00	1.426768e+05	0
628	3.046768e+00	1.360653e+05	1
629	3.088894e+00	1.342181e+05	1
630	3.249202e+00	1.514988e+05	1
631	3.320077e+00	1.570118e+05	1
632	3.359344e+00	1.507189e+05	1
633	3.301253e+00	1.663289e+05	1
634	3.185132e+00	1.368536e+05	1
635	3.205733e+00	1.407612e+05	1
636	3.262289e+00	1.547278e+05	1
637	3.226870e+00	1.446493e+05	1
638	3.231462e+00	1.458144e+05	1
639	3.216077e+00	1.492384e+05	1
640	3.216077e+00	1.673392e+05	0
641	3.276113e+00	1.379384e+05	1
642	3.196993e+00	1.700724e+05	1
643	3.267463e+00	1.525902e+05	1
644	3.308813e+00	1.509815e+05	1
645	3.286789e+00	1.468822e+05	1
646	3.102271e+00	1.363922e+05	1
647	3.134750e+00	1.423267e+05	1
648	3.202955e+00	1.502843e+05	1
649	3.235176e+00	1.408291e+05	1
650	3.159717e+00	1.353200e+05	1
651	3.278063e+00	1.527350e+05	1
652	3.254930e+00	1.362176e+05	1
653	3.210370e+00	1.536141e+05	1
654	3.159383e+00	1.380708e+05	1
655	3.159383e+00	1.368004e+05	0
656	3.119715e+00	1.396634e+05	1
657	3.099890e+00	1.553443e+05	1
658	3.115562e+00	1.404512e+05	1
659	3.196119e+00	1.414558e+05	1
660	3.256249e+00	1.459019e+05	1
661	3.341234e+00	1.519324e+05	1
662	3.329925e+00	1.434863e+05	1
663	3.290387e+00	1.437911e+05	1
664	3.499851e+00	1.546330e+05	1
665	3.553220e+00	1.473952e+05	1
666	3.723536e+00	1.572738e+05	1
667	3.818931e+00	1.409887e+05	1
668	3.941336e+00	1.497357e+05	1
669	3.985037e+00	1.457196e+05	1
670	4.099279e+00	1.356243e+05	1
671	4.230572e+00	1.399889e+05	1
672	4.230572e+00	1.475728e+05	0
673	4.130401e+00	1.407048e+05	1
674	4.085558e+00	1.579314e+05	1
675	4.175094e+00	1.569698e+05	1
676	4.222352e+00	1.584792e+05	1
677	4.413250e+00	1.469025e+05	1
678	4.550481e+00	1.486992e+05	1
679	4.471602e+00	1.409970e+05	1
680	4.415678e+00	1.421528e+05	1
681	4.340723e+00	1.419251e+05	1
682	4.403844e+00	1.392990e+05	1
683	4.403844e+00	1.415428e+05	0
684	4.403844e+00	1.585386e+05	0
685	4.403844e+00	1.451381e+05	0
686	4.403844e+00	1.530664e+05	0
687	4.371423e+00	1.361362e+05	1
688	4.342598e+00	1.357535e+05	1
689	4.311341e+00	1.385567e+05	1
690	4.462350e+00	1.407508e+05	1
691	4.451426e+00	1.342535e+05	1
692	4.436314e+00	1.549485e+05	1
693	4.470402e+00	1.320970e+05	1
