N	P	M	v0	beta	num_steps
10	50	47	2.000000e-01	7.000000e-01	50000
i	V_beta	h^2	H_{HMC}	h	Acc.
15948	3.863435e+00	4.034285e+01	4.775448e+04	6.656231e+00	1
15949	4.056597e+00	3.888782e+01	4.797475e+04	6.655205e+00	1
15950	4.056597e+00	3.888782e+01	4.933886e+04	6.655205e+00	0
15951	4.056597e+00	3.888782e+01	4.501670e+04	6.655205e+00	0
15952	4.014607e+00	4.201420e+01	4.548190e+04	6.791250e+00	1
15953	3.983444e+00	4.066849e+01	4.481726e+04	7.088165e+00	1
15954	3.985917e+00	4.425998e+01	4.661643e+04	6.973952e+00	1
15955	3.835398e+00	4.182072e+01	4.428646e+04	6.916237e+00	1
15956	3.816137e+00	4.439253e+01	4.577203e+04	7.197108e+00	1
15957	3.688033e+00	4.343253e+01	4.527409e+04	6.970758e+00	1
15958	3.688033e+00	4.343253e+01	4.942584e+04	6.970758e+00	0
15959	3.899053e+00	4.273073e+01	4.316632e+04	7.339713e+00	1
15960	3.746412e+00	4.253080e+01	4.863884e+04	7.420837e+00	1
15961	3.791807e+00	4.028875e+01	4.686880e+04	7.279767e+00	1
15962	3.850118e+00	4.051933e+01	4.906246e+04	6.846293e+00	1
15963	3.898124e+00	4.220368e+01	4.524082e+04	6.806363e+00	1
15964	3.881564e+00	4.228962e+01	4.495155e+04	6.498501e+00	1
15965	3.786986e+00	3.938553e+01	5.067458e+04	6.601266e+00	1
15966	3.764923e+00	4.052120e+01	4.850308e+04	6.448205e+00	1
15967	3.876898e+00	4.222639e+01	4.982078e+04	6.613782e+00	1
15968	3.865841e+00	4.327592e+01	4.641626e+04	6.375753e+00	1
15969	3.883743e+00	4.428929e+01	4.987492e+04	6.480592e+00	1
15970	3.836160e+00	4.304971e+01	4.257531e+04	6.441732e+00	1
15971	3.808063e+00	4.352759e+01	4.472113e+04	6.455907e+00	1
15972	3.855642e+00	4.526750e+01	4.243821e+04	6.596644e+00	1
15973	3.848841e+00	5.088764e+01	4.197876e+04	6.866012e+00	1
15974	3.848841e+00	5.088764e+01	4.952253e+04	6.866012e+00	0
15975	3.844293e+00	5.336249e+01	4.575114e+04	6.653346e+00	1
15976	3.899304e+00	5.203690e+01	4.521724e+04	6.550312e+00	1
15977	3.984198e+00	5.268608e+01	4.694716e+04	6.567374e+00	1
15978	4.021559e+00	5.449686e+01	4.739976e+04	6.762712e+00	1
15979	4.020263e+00	5.404837e+01	4.628270e+04	6.878585e+00	1
15980	3.885762e+00	5.619531e+01	4.839202e+04	6.992614e+00	1
15981	3.847759e+00	5.765206e+01	4.488110e+04	6.983622e+00	1
15982	4.031708e+00	5.978583e+01	4.051472e+04	6.940834e+00	1
15983	3.995993e+00	6.312988e+01	4.412941e+04	6.957596e+00	1
15984	4.068768e+00	6.102510e+01	4.639290e+04	6.851576e+00	1
15985	4.004960e+00	5.957781e+01	4.446715e+04	6.798734e+00	1
15986	4.102410e+00	6.244356e+01	4.920854e+04	6.696632e+00	1
15987	4.021705e+00	6.074534e+01	4.556047e+04	6.812185e+00	1
15988	4.073012e+00	5.792816e+01	4.730047e+04	7.041046e+00	1
15989	4.073012e+00	5.792816e+01	4.673150e+04	7.041046e+00	0
15990	3.976321e+00	5.581995e+01	4.651043e+04	7.201241e+00	1
15991	4.134857e+00	5.635342e+01	4.243526e+04	7.235427e+00	1
15992	4.134857e+00	5.635342e+01	4.378104e+04	7.235427e+00	0
15993	4.148592e+00	5.698040e+01	4.385116e+04	7.380348e+00	1
15994	3.993833e+00	5.356682e+01	4.565425e+04	7.347713e+00	1
15995	4.147915e+00	5.709034e+01	4.567049e+04	7.502142e+00	1
15996	4.206643e+00	5.645853e+01	4.336670e+04	7.740225e+00	1
15997	4.119077e+00	5.732858e+01	4.312302e+04	7.686165e+00	1
15998	4.302453e+00	6.119622e+01	4.794384e+04	7.555086e+00	1
15999	4.327945e+00	6.341658e+01	4.756379e+04	7.717224e+00	1
16000	4.295810e+00	6.323206e+01	4.346311e+04	7.926056e+00	1
16001	4.265711e+00	5.963985e+01	4.617091e+04	7.889769e+00	1
16002	4.114170e+00	5.989108e+01	4.411961e+04	7.825973e+00	1
16003	4.189664e+00	5.984847e+01	4.978163e+04	8.109715e+00	1
16004	4.040934e+00	5.975077e+01	4.434583e+04	8.044065e+00	1
16005	4.138576e+00	6.205932e+01	4.975517e+04	8.128794e+00	1
16006	4.112491e+00	5.720016e+01	4.991831e+04	8.242868e+00	1
16007	4.420023e+00	6.012616e+01	5.082053e+04	8.629905e+00	1
16008	4.520290e+00	6.143641e+01	4.600929e+04	8.605256e+00	1
16009	4.592577e+00	6.424639e+01	4.480923e+04	8.617361e+00	1
16010	4.827694e+00	6.504670e+01	4.487728e+04	8.470322e+00	1
16011	4.678055e+00	6.398910e+01	4.813105e+04	8.307809e+00	1
16012	4.544335e+00	5.944014e+01	4.473551e+04	8.463222e+00	1
16013	4.544335e+00	5.944014e+01	5.194323e+04	8.463222e+00	0
16014	4.428859e+00	5.692075e+01	4.432762e+04	8.683315e+00	1
16015	4.428859e+00	5.692075e+01	4.701930e+04	8.683315e+00	0
16016	4.294492e+00	5.673408e+01	4.885730e+04	8.692864e+00	1
16017	4.354686e+00	5.689514e+01	4.765368e+04	8.789346e+00	1
16018	4.467359e+00	5.718012e+01	4.972580e+04	8.899996e+00	1
16019	4.480981e+00	5.778641e+01	5.202896e+04	8.805384e+00	1
16020	4.668334e+00	6.091485e+01	5.201531e+04	8.794822e+00	1
16021	4.668334e+00	6.091485e+01	4.763305e+04	8.794822e+00	0
16022	4.744221e+00	5.876202e+01	4.832905e+04	8.703961e+00	1
16023	4.377877e+00	5.641293e+01	4.718014e+04	8.481108e+00	1
16024	4.269737e+00	5.440289e+01	4.158037e+04	8.518452e+00	1
16025	4.269737e+00	5.440289e+01	5.143373e+04	8.518452e+00	0
16026	4.227787e+00	5.388923e+01	4.157807e+04	8.379712e+00	1
16027	4.286804e+00	5.110047e+01	4.739737e+04	8.636566e+00	1
16028	4.286804e+00	5.110047e+01	4.511867e+04	8.636566e+00	0
16029	4.234012e+00	5.347422e+01	4.703971e+04	8.380342e+00	1
16030	4.193311e+00	5.408096e+01	4.943544e+04	8.565153e+00	1
16031	4.323658e+00	5.374329e+01	4.931158e+04	8.581768e+00	1
16032	4.259945e+00	5.086714e+01	4.657529e+04	8.662776e+00	1
16033	4.131128e+00	5.111064e+01	4.753546e+04	8.753548e+00	1
16034	4.131128e+00	5.111064e+01	4.791505e+04	8.753548e+00	0
16035	4.090218e+00	4.961307e+01	4.236453e+04	8.699875e+00	1
16036	4.181686e+00	4.936007e+01	4.606313e+04	8.665421e+00	1
16037	4.172877e+00	5.118343e+01	4.497034e+04	8.729716e+00	1
16038	3.955487e+00	5.176261e+01	4.344145e+04	8.832411e+00	1
16039	3.837982e+00	4.985661e+01	4.688564e+04	8.676385e+00	1
16040	3.740924e+00	5.251141e+01	4.375725e+04	8.552662e+00	1
16041	3.890305e+00	5.138737e+01	4.570777e+04	8.388420e+00	1
16042	3.697035e+00	5.524471e+01	4.816971e+04	8.232373e+00	1
16043	3.746525e+00	5.472478e+01	4.631729e+04	8.225688e+00	1
16044	3.848726e+00	5.608498e+01	4.447689e+04	8.201475e+00	1
16045	3.848726e+00	5.608498e+01	5.047971e+04	8.201475e+00	0
16046	3.874163e+00	5.750990e+01	4.748190e+04	8.190926e+00	1
16047	3.874163e+00	5.750990e+01	4.995854e+04	8.190926e+00	0
16048	3.837860e+00	5.515968e+01	4.418363e+04	7.983335e+00	1
16049	3.670983e+00	5.665706e+01	4.993666e+04	7.840269e+00	1
16050	3.465846e+00	5.479777e+01	4.468812e+04	7.769394e+00	1
16051	3.413146e+00	5.458176e+01	4.745984e+04	7.808008e+00	1
16052	3.362609e+00	5.747972e+01	4.863272e+04	7.664467e+00	1
16053	3.460708e+00	5.732263e+01	4.559854e+04	7.490052e+00	1
16054	3.460708e+00	5.732263e+01	4.423745e+04	7.490052e+00	0
16055	3.460708e+00	5.732263e+01	4.400365e+04	7.490052e+00	0
16056	3.433686e+00	5.450242e+01	4.391651e+04	7.429115e+00	1
16057	3.433686e+00	5.450242e+01	4.941767e+04	7.429115e+00	0
16058	3.406600e+00	5.536147e+01	4.248949e+04	7.125251e+00	1
16059	3.484840e+00	5.714633e+01	4.443337e+04	7.100630e+00	1
16060	3.387223e+00	5.147586e+01	4.641996e+04	7.246562e+00	1
16061	3.416208e+00	5.154472e+01	4.449440e+04	7.358227e+00	1
16062	3.291054e+00	4.946931e+01	4.560172e+04	7.323566e+00	1
16063	3.259741e+00	5.103722e+01	4.765551e+04	7.383860e+00	1
16064	3.401302e+00	5.075119e+01	4.353629e+04	7.363627e+00	1
16065	3.401302e+00	5.075119e+01	4.359690e+04	7.363627e+00	0
16066	3.364941e+00	4.993913e+01	4.000352e+04	7.376945e+00	1
16067	3.402280e+00	5.399881e+01	4.728882e+04	7.206499e+00	1
16068	3.402280e+00	5.399881e+01	4.793211e+04	7.206499e+00	0
16069	3.402280e+00	5.399881e+01	4.746553e+04	7.206499e+00	0
16070	3.392053e+00	5.410332e+01	4.327312e+04	7.061518e+00	1
16071	3.289255e+00	5.313858e+01	4.018621e+04	6.951281e+00	1
16072	3.258562e+00	5.085275e+01	4.785600e+04	6.933411e+00	1
16073	3.204844e+00	4.955618e+01	3.882793e+04	6.897817e+00	1
16074	3.040721e+00	4.741014e+01	4.913099e+04	6.875263e+00	1
16075	2.906304e+00	4.540958e+01	4.653010e+04	6.836809e+00	1
16076	2.966802e+00	4.415202e+01	4.978689e+04	6.842624e+00	1
16077	3.032036e+00	4.482806e+01	4.249779e+04	6.692013e+00	1
16078	2.950168e+00	4.547386e+01	4.370894e+04	6.540477e+00	1
16079	3.020146e+00	4.618079e+01	4.537306e+04	6.383656e+00	1
16080	2.930718e+00	4.652175e+01	4.520162e+04	6.399591e+00	1
16081	2.930718e+00	4.652175e+01	4.481964e+04	6.399591e+00	0
16082	2.978531e+00	4.779015e+01	4.926709e+04	6.169449e+00	1
16083	2.891994e+00	4.819237e+01	4.300724e+04	6.231444e+00	1
16084	2.865226e+00	4.985403e+01	4.376952e+04	6.224030e+00	1
16085	2.852233e+00	4.712879e+01	4.582274e+04	6.400088e+00	1
16086	2.653030e+00	4.300273e+01	4.616257e+04	6.259158e+00	1
16087	2.742131e+00	4.181238e+01	3.956241e+04	6.430632e+00	1
16088	2.777675e+00	4.285505e+01	4.553363e+04	6.451153e+00	1
16089	2.692174e+00	4.395887e+01	4.321745e+04	6.307487e+00	1
16090	2.620558e+00	4.222794e+01	4.105549e+04	6.239205e+00	1
16091	2.466274e+00	4.056186e+01	3.997732e+04	6.143577e+00	1
16092	2.531489e+00	4.224450e+01	4.472665e+04	6.242977e+00	1
16093	2.480162e+00	3.888166e+01	4.551623e+04	6.169963e+00	1
16094	2.480162e+00	3.888166e+01	4.507827e+04	6.169963e+00	0
16095	2.647410e+00	3.749350e+01	4.553322e+04	6.386811e+00	1
16096	2.647410e+00	3.749350e+01	4.607493e+04	6.386811e+00	0
16097	2.621367e+00	3.306562e+01	4.189735e+04	6.167417e+00	1
16098	2.516217e+00	3.061328e+01	4.126788e+04	6.271254e+00	1
16099	2.604026e+00	3.113742e+01	4.410146e+04	6.363097e+00	1
16100	2.544467e+00	3.184255e+01	5.151989e+04	6.291343e+00	1
16101	2.587065e+00	3.129509e+01	4.728753e+04	6.540374e+00	1
16102	2.468171e+00	3.036085e+01	5.351051e+04	6.398479e+00	1
16103	2.492760e+00	2.773233e+01	4.529664e+04	6.434206e+00	1
16104	2.533780e+00	2.835557e+01	4.241352e+04	6.447327e+00	1
16105	2.487227e+00	2.756251e+01	4.445337e+04	6.535866e+00	1
16106	2.504901e+00	2.690600e+01	4.504252e+04	6.657258e+00	1
16107	2.569976e+00	2.718769e+01	5.148179e+04	6.693663e+00	1
16108	2.569976e+00	2.718769e+01	4.289457e+04	6.693663e+00	0
16109	2.781096e+00	2.782120e+01	4.113951e+04	6.935040e+00	1
16110	2.745064e+00	3.078879e+01	4.650211e+04	7.242051e+00	1
16111	2.766674e+00	3.370956e+01	4.473180e+04	7.143123e+00	1
16112	2.892576e+00	3.434703e+01	4.477899e+04	7.182099e+00	1
16113	2.892576e+00	3.434703e+01	4.278070e+04	7.182099e+00	0
16114	2.904191e+00	3.251754e+01	4.445489e+04	6.910063e+00	1
16115	3.019162e+00	3.259811e+01	4.337145e+04	6.801026e+00	1
16116	3.070752e+00	3.122020e+01	4.317983e+04	6.803748e+00	1
16117	3.044311e+00	3.235511e+01	4.730803e+04	6.813312e+00	1
16118	2.973305e+00	3.305271e+01	4.021391e+04	6.918658e+00	1
16119	2.910034e+00	3.281925e+01	4.499558e+04	6.998006e+00	1
16120	2.978215e+00	3.313312e+01	4.644472e+04	7.027645e+00	1
16121	2.931942e+00	3.474440e+01	4.519805e+04	7.150794e+00	1
16122	2.948763e+00	3.454539e+01	4.555816e+04	7.078161e+00	1
16123	2.866987e+00	3.523341e+01	4.412490e+04	7.094775e+00	1
16124	2.841858e+00	3.317996e+01	4.492843e+04	6.995676e+00	1
16125	2.730706e+00	3.441170e+01	4.146063e+04	6.822752e+00	1
16126	2.607555e+00	3.301115e+01	4.694389e+04	6.692586e+00	1
16127	2.511937e+00	3.117324e+01	4.311816e+04	6.920982e+00	1
16128	2.557677e+00	3.005220e+01	4.418653e+04	6.709823e+00	1
16129	2.525807e+00	3.015094e+01	4.345940e+04	6.681690e+00	1
16130	2.584226e+00	3.012478e+01	4.355242e+04	6.619661e+00	1
16131	2.584226e+00	3.012478e+01	4.190914e+04	6.619661e+00	0
16132	2.566591e+00	3.016467e+01	3.879605e+04	6.801568e+00	1
16133	2.540638e+00	3.106596e+01	4.333524e+04	6.562469e+00	1
16134	2.588396e+00	3.247331e+01	4.637512e+04	6.635057e+00	1
16135	2.588396e+00	3.247331e+01	4.834642e+04	6.635057e+00	0
16136	2.667525e+00	3.387347e+01	3.420655e+04	6.465142e+00	1
16137	2.667525e+00	3.387347e+01	4.428312e+04	6.465142e+00	0
16138	2.667525e+00	3.387347e+01	4.276374e+04	6.465142e+00	0
16139	2.722075e+00	3.594864e+01	4.290485e+04	6.470236e+00	1
16140	2.787305e+00	3.616925e+01	4.764864e+04	6.586148e+00	1
16141	2.650740e+00	3.392898e+01	4.544846e+04	6.574102e+00	1
16142	2.755649e+00	3.238428e+01	4.562475e+04	6.300822e+00	1
16143	2.724307e+00	3.319870e+01	4.430727e+04	6.407477e+00	1
16144	2.777248e+00	3.326109e+01	4.527013e+04	6.459252e+00	1
16145	2.826603e+00	3.163481e+01	4.543586e+04	6.253081e+00	1
16146	2.957453e+00	3.216248e+01	4.188249e+04	6.251763e+00	1
16147	2.968035e+00	3.219695e+01	4.653164e+04	6.235756e+00	1
16148	2.978503e+00	3.310820e+01	4.343577e+04	6.316523e+00	1
16149	2.973974e+00	3.456218e+01	4.279261e+04	6.521246e+00	1
16150	2.901838e+00	3.286080e+01	4.253781e+04	6.424959e+00	1
16151	2.960777e+00	3.496647e+01	4.618004e+04	6.656245e+00	1
16152	2.882506e+00	3.593757e+01	4.415942e+04	6.681396e+00	1
16153	2.775291e+00	3.211962e+01	4.981783e+04	6.532478e+00	1
16154	2.833514e+00	3.104374e+01	4.404900e+04	6.438175e+00	1
16155	2.833514e+00	3.104374e+01	4.763351e+04	6.438175e+00	0
16156	2.791453e+00	3.162255e+01	3.814866e+04	6.440935e+00	1
16157	2.821203e+00	3.135981e+01	4.078577e+04	6.333697e+00	1
16158	2.578205e+00	2.972151e+01	4.423892e+04	6.410745e+00	1
16159	2.513438e+00	3.230400e+01	4.088216e+04	6.288293e+00	1
16160	2.558718e+00	3.036805e+01	4.345215e+04	6.509426e+00	1
16161	2.627261e+00	3.116047e+01	3.990366e+04	6.756268e+00	1
16162	2.612655e+00	3.146204e+01	4.374467e+04	6.631667e+00	1
16163	2.682415e+00	3.042092e+01	4.577879e+04	6.446390e+00	1
16164	2.676282e+00	3.233026e+01	4.284716e+04	6.400526e+00	1
16165	2.586101e+00	3.009981e+01	3.956918e+04	6.535350e+00	1
16166	2.598861e+00	2.988672e+01	4.300328e+04	6.546718e+00	1
16167	2.508614e+00	2.893715e+01	4.516228e+04	6.425111e+00	1
16168	2.470659e+00	2.885772e+01	4.678303e+04	6.610803e+00	1
16169	2.470659e+00	2.885772e+01	4.686572e+04	6.610803e+00	0
16170	2.470659e+00	2.885772e+01	4.583854e+04	6.610803e+00	0
16171	2.535349e+00	2.904513e+01	4.017318e+04	6.576395e+00	1
16172	2.561203e+00	3.031728e+01	4.344418e+04	6.708645e+00	1
16173	2.445187e+00	2.981257e+01	4.525656e+04	6.395579e+00	1
16174	2.426347e+00	2.911120e+01	4.621111e+04	6.431233e+00	1
16175	2.356261e+00	2.881709e+01	4.535503e+04	6.565393e+00	1
16176	2.333032e+00	2.565653e+01	4.382856e+04	6.646704e+00	1
16177	2.324482e+00	2.357563e+01	4.145308e+04	6.662314e+00	1
16178	2.237712e+00	2.145305e+01	4.406781e+04	6.529931e+00	1
16179	2.206142e+00	2.123723e+01	4.717978e+04	6.254560e+00	1
16180	2.188024e+00	2.054012e+01	4.625867e+04	6.135684e+00	1
16181	2.198799e+00	2.065463e+01	3.992928e+04	6.234879e+00	1
16182	2.135777e+00	1.982433e+01	4.625976e+04	6.096170e+00	1
16183	2.052382e+00	2.172767e+01	4.576390e+04	5.903136e+00	1
16184	2.072672e+00	2.062174e+01	4.516033e+04	5.606226e+00	1
16185	2.012018e+00	1.932005e+01	4.326133e+04	5.672883e+00	1
16186	2.087538e+00	1.818301e+01	4.565453e+04	5.704775e+00	1
16187	2.135282e+00	1.836840e+01	4.263263e+04	5.675960e+00	1
16188	2.245227e+00	1.743220e+01	4.321584e+04	5.622029e+00	1
16189	2.158819e+00	1.710602e+01	4.509269e+04	5.563464e+00	1
16190	2.184330e+00	1.713942e+01	4.312549e+04	5.634000e+00	1
16191	2.175884e+00	1.693233e+01	4.488328e+04	5.770861e+00	1
16192	2.063783e+00	1.827840e+01	4.169940e+04	5.894529e+00	1
16193	2.094590e+00	1.817687e+01	4.527464e+04	6.025604e+00	1
16194	2.119151e+00	1.707640e+01	4.074597e+04	5.805758e+00	1
16195	2.026591e+00	1.797944e+01	4.195312e+04	5.959735e+00	1
16196	1.980337e+00	1.634027e+01	4.346090e+04	5.918356e+00	1
16197	2.018151e+00	1.427945e+01	4.284464e+04	6.008282e+00	1
16198	2.179930e+00	1.474702e+01	3.821388e+04	6.182677e+00	1
16199	2.129606e+00	1.449777e+01	4.400679e+04	6.266978e+00	1
16200	2.160666e+00	1.396862e+01	4.055369e+04	6.484696e+00	1
16201	2.218328e+00	1.273528e+01	4.536104e+04	6.566779e+00	1
16202	2.226402e+00	1.564329e+01	4.578446e+04	6.436132e+00	1
16203	2.359914e+00	1.664560e+01	4.214672e+04	6.581076e+00	1
16204	2.359914e+00	1.664560e+01	4.745091e+04	6.581076e+00	0
16205	2.298079e+00	1.541790e+01	4.460791e+04	6.613221e+00	1
16206	2.322074e+00	1.532155e+01	4.914439e+04	6.630182e+00	1
16207	2.322074e+00	1.532155e+01	4.323949e+04	6.630182e+00	0
16208	2.363712e+00	1.696177e+01	3.687860e+04	6.596246e+00	1
16209	2.375901e+00	1.768006e+01	4.269871e+04	6.523785e+00	1
16210	2.389779e+00	1.788607e+01	4.479569e+04	6.515463e+00	1
16211	2.390393e+00	1.725701e+01	4.420121e+04	6.473329e+00	1
16212	2.310146e+00	1.665795e+01	4.515846e+04	6.527077e+00	1
16213	2.154221e+00	1.506174e+01	4.633503e+04	6.279221e+00	1
16214	2.120682e+00	1.665203e+01	3.826246e+04	6.053843e+00	1
16215	2.276867e+00	1.828380e+01	4.418270e+04	5.764655e+00	1
16216	2.370244e+00	1.879677e+01	4.263659e+04	5.927066e+00	1
16217	2.360323e+00	1.870331e+01	3.720251e+04	5.772256e+00	1
16218	2.352686e+00	1.753792e+01	4.642909e+04	5.696553e+00	1
16219	2.489802e+00	1.737147e+01	4.698284e+04	5.670661e+00	1
16220	2.489802e+00	1.737147e+01	4.261114e+04	5.670661e+00	0
16221	2.489429e+00	1.555912e+01	4.028113e+04	5.686062e+00	1
16222	2.558732e+00	1.735119e+01	4.768271e+04	5.487900e+00	1
16223	2.645916e+00	1.738440e+01	4.342665e+04	5.519721e+00	1
16224	2.744899e+00	1.893675e+01	4.299166e+04	5.543065e+00	1
16225	2.744899e+00	1.893675e+01	4.454196e+04	5.543065e+00	0
16226	2.771132e+00	1.900923e+01	4.652555e+04	5.481405e+00	1
16227	2.973818e+00	2.099945e+01	4.292049e+04	5.583395e+00	1
16228	2.945001e+00	2.143307e+01	4.783557e+04	5.652893e+00	1
16229	2.931750e+00	2.022226e+01	4.121022e+04	5.807380e+00	1
16230	2.929651e+00	1.833963e+01	4.561094e+04	6.046520e+00	1
16231	3.097351e+00	1.851829e+01	4.312688e+04	6.017793e+00	1
16232	3.145507e+00	1.865156e+01	4.451773e+04	6.274709e+00	1
16233	3.018292e+00	1.938997e+01	4.156565e+04	6.344177e+00	1
16234	2.940537e+00	2.004252e+01	4.524716e+04	6.375403e+00	1
16235	3.070783e+00	2.007664e+01	4.300626e+04	6.406990e+00	1
16236	3.101551e+00	2.046597e+01	4.357202e+04	6.563544e+00	1
16237	2.987070e+00	2.203341e+01	4.277519e+04	6.743524e+00	1
16238	2.971198e+00	2.172441e+01	4.436194e+04	6.611987e+00	1
16239	2.967475e+00	2.306672e+01	4.494343e+04	6.514466e+00	1
16240	2.917612e+00	2.419885e+01	4.911415e+04	6.578391e+00	1
16241	3.002215e+00	2.500688e+01	4.721319e+04	6.633033e+00	1
16242	2.920694e+00	2.406156e+01	4.066968e+04	6.431019e+00	1
16243	2.912585e+00	2.506911e+01	4.107302e+04	6.516842e+00	1
16244	2.923274e+00	2.156854e+01	4.519347e+04	6.601180e+00	1
16245	2.792233e+00	1.946559e+01	4.209940e+04	6.604298e+00	1
16246	2.859049e+00	2.131588e+01	4.265391e+04	6.577623e+00	1
16247	2.772529e+00	2.013615e+01	4.717580e+04	6.512994e+00	1
16248	2.837967e+00	1.829036e+01	3.995899e+04	6.511038e+00	1
16249	2.836647e+00	1.623179e+01	3.971339e+04	6.327955e+00	1
16250	2.761174e+00	1.564747e+01	4.780647e+04	6.560363e+00	1
16251	2.726840e+00	1.387092e+01	4.665609e+04	6.505218e+00	1
16252	2.753252e+00	1.466063e+01	4.500156e+04	6.453812e+00	1
16253	2.837587e+00	1.411424e+01	4.790359e+04	6.250684e+00	1
16254	2.923340e+00	1.477300e+01	4.394167e+04	6.556654e+00	1
16255	2.944614e+00	1.684119e+01	4.340225e+04	6.460318e+00	1
16256	2.829924e+00	1.638056e+01	4.777459e+04	6.494480e+00	1
16257	2.762563e+00	1.525210e+01	4.036372e+04	6.472306e+00	1
16258	2.680683e+00	1.403328e+01	4.031083e+04	6.551184e+00	1
16259	2.677825e+00	1.292028e+01	4.243312e+04	6.439238e+00	1
16260	2.524503e+00	1.184197e+01	4.336110e+04	6.477773e+00	1
16261	2.524503e+00	1.184197e+01	4.470975e+04	6.477773e+00	0
16262	2.454220e+00	1.024387e+01	4.057841e+04	6.660147e+00	1
16263	2.396910e+00	1.098388e+01	4.444056e+04	6.833201e+00	1
16264	2.331584e+00	9.212889e+00	4.272754e+04	6.745075e+00	1
16265	2.436376e+00	8.909918e+00	4.281056e+04	6.762988e+00	1
16266	2.486908e+00	8.595515e+00	4.141935e+04	6.525679e+00	1
16267	2.514657e+00	9.615116e+00	4.099655e+04	6.538727e+00	1
16268	2.501512e+00	1.021219e+01	4.314452e+04	6.368938e+00	1
16269	2.524854e+00	1.093675e+01	4.170842e+04	6.432800e+00	1
16270	2.676541e+00	1.104516e+01	4.250600e+04	6.538433e+00	1
16271	2.676541e+00	1.104516e+01	4.620795e+04	6.538433e+00	0
16272	2.614293e+00	1.305479e+01	4.096485e+04	6.522186e+00	1
16273	2.731383e+00	1.278733e+01	4.455830e+04	6.457074e+00	1
16274	2.823954e+00	1.272682e+01	4.037216e+04	6.567402e+00	1
16275	2.857412e+00	1.132322e+01	4.373156e+04	6.325549e+00	1
16276	2.835902e+00	1.252675e+01	4.383574e+04	6.443391e+00	1
16277	2.828594e+00	1.095649e+01	4.408492e+04	6.357943e+00	1
16278	2.773822e+00	1.114292e+01	4.701570e+04	6.518198e+00	1
16279	2.795214e+00	1.071045e+01	4.012946e+04	6.270922e+00	1
16280	2.701535e+00	9.635927e+00	4.401861e+04	6.130353e+00	1
16281	2.701535e+00	9.635927e+00	4.602351e+04	6.130353e+00	0
16282	2.682019e+00	9.440955e+00	4.016668e+04	5.995612e+00	1
16283	2.655879e+00	1.002680e+01	4.424279e+04	6.317503e+00	1
16284	2.656882e+00	1.235652e+01	5.115053e+04	6.499787e+00	1
16285	2.680337e+00	1.052510e+01	4.127439e+04	6.537809e+00	1
16286	2.707810e+00	9.421097e+00	4.618275e+04	6.528172e+00	1
16287	2.727375e+00	7.989403e+00	4.271496e+04	6.654722e+00	1
16288	2.727375e+00	7.989403e+00	4.552144e+04	6.654722e+00	0
16289	2.826318e+00	6.630273e+00	4.298478e+04	6.579208e+00	1
16290	2.683231e+00	7.297308e+00	4.437513e+04	6.617148e+00	1
16291	2.665664e+00	6.852785e+00	4.506664e+04	6.516689e+00	1
16292	2.676918e+00	8.140989e+00	4.282553e+04	6.265370e+00	1
16293	2.724935e+00	7.444969e+00	4.012246e+04	6.204483e+00	1
16294	2.665327e+00	6.369476e+00	4.213433e+04	6.325244e+00	1
16295	2.621309e+00	5.334024e+00	3.930470e+04	6.229532e+00	1
16296	2.768990e+00	5.255681e+00	4.427240e+04	6.197900e+00	1
16297	2.776218e+00	5.079873e+00	4.960415e+04	6.409326e+00	1
16298	2.895771e+00	4.398429e+00	4.320427e+04	6.499323e+00	1
16299	2.808231e+00	4.691214e+00	4.059560e+04	6.498033e+00	1
16300	2.793911e+00	4.243540e+00	4.437406e+04	6.579157e+00	1
16301	2.765002e+00	4.596390e+00	4.549350e+04	6.505723e+00	1
16302	2.800158e+00	2.993205e+00	4.926505e+04	6.669088e+00	1
16303	2.888957e+00	2.504233e+00	4.662055e+04	6.554135e+00	1
16304	2.877035e+00	1.772173e+00	4.351818e+04	6.293138e+00	1
16305	3.002838e+00	1.729148e+00	4.438704e+04	5.998429e+00	1
16306	3.086206e+00	1.888723e+00	4.563298e+04	6.001527e+00	1
16307	3.025939e+00	1.641805e+00	4.457197e+04	5.806279e+00	1
16308	3.161683e+00	1.879241e+00	4.296923e+04	5.507579e+00	1
16309	3.134394e+00	1.460289e+00	4.080072e+04	5.168940e+00	1
16310	3.211185e+00	1.352646e+00	4.315566e+04	5.086557e+00	1
16311	3.173782e+00	1.573057e+00	4.370812e+04	5.144945e+00	1
16312	3.238746e+00	1.755061e+00	4.053629e+04	5.143718e+00	1
16313	3.266474e+00	1.788391e+00	4.710948e+04	5.095048e+00	1
16314	3.289379e+00	1.549871e+00	4.374208e+04	4.881838e+00	1
16315	3.282838e+00	1.603571e+00	4.354872e+04	5.001354e+00	1
16316	3.282838e+00	1.603571e+00	4.853931e+04	5.001354e+00	0
16317	3.314364e+00	1.314320e+00	3.581407e+04	5.151670e+00	1
16318	3.380945e+00	1.938516e+00	4.481111e+04	5.045592e+00	1
16319	3.359931e+00	2.560285e+00	4.308159e+04	5.002879e+00	1
16320	3.314190e+00	2.147012e+00	4.212084e+04	5.252999e+00	1
16321	3.302322e+00	1.988483e+00	4.694418e+04	5.361613e+00	1
16322	3.365071e+00	1.889526e+00	4.577861e+04	5.531034e+00	1
