1	1	1.000000	0.046183
2	1	1.000000	0.059446
3	1	1.000000	0.093380
4	1	1.000000	0.102810
5	1	1.000000	0.091158
6	1	1.000000	0.095530
7	1	1.000000	0.167357
8	1	1.000000	0.164316
9	1	1.000000	0.147299
10	1	1.000000	0.160216
11	1	1.000000	0.172685
12	1	1.000000	0.165094
13	1	1.000000	0.165140
14	1	1.000000	0.166285
15	1	1.000000	0.166688
16	1	1.000000	0.165811
17	1	1.000000	0.211144
18	1	1.000000	0.189472
19	1	1.000000	0.197756
20	1	1.000000	0.241486
21	1	1.000000	0.320903
22	1	1.000000	0.310233
23	1	1.000000	0.285494
24	1	1.000000	0.309464
25	1	1.000000	0.294338
26	0	0.961538	0.294338
27	1	0.962963	0.349712
28	0	0.928571	0.349712
29	1	0.931034	0.302123
30	1	0.933333	0.311947
31	1	0.935484	0.286311
32	1	0.937500	0.295259
33	1	0.939394	0.227226
34	1	0.941176	0.213901
35	0	0.914286	0.213901
36	1	0.916667	0.229213
37	1	0.918919	0.218702
38	0	0.894737	0.218702
39	1	0.897436	0.188427
40	1	0.900000	0.165737
41	1	0.902439	0.190627
42	1	0.904762	0.198707
43	1	0.906977	0.243892
44	1	0.909091	0.186954
45	1	0.911111	0.194856
46	1	0.913043	0.189399
47	1	0.914894	0.196707
48	1	0.916667	0.184569
49	1	0.918367	0.183358
50	1	0.920000	0.199806
51	1	0.921569	0.198953
52	1	0.923077	0.221914
53	1	0.924528	0.233769
54	1	0.925926	0.212402
55	1	0.927273	0.223305
56	1	0.928571	0.221250
57	1	0.929825	0.242558
58	1	0.931034	0.301601
59	1	0.932203	0.298393
60	1	0.933333	0.306289
61	1	0.934426	0.326212
62	1	0.935484	0.403541
63	1	0.936508	0.404770
64	1	0.937500	0.429434
65	1	0.938462	0.449433
66	1	0.939394	0.441051
67	0	0.925373	0.441051
68	1	0.926471	0.483805
69	1	0.927536	0.482948
70	1	0.928571	0.477266
71	1	0.929577	0.484627
72	1	0.930556	0.495418
73	1	0.931507	0.408172
74	1	0.932432	0.435187
75	1	0.933333	0.455833
76	1	0.934211	0.457057
77	1	0.935065	0.484195
78	1	0.935897	0.445316
79	1	0.936709	0.440260
80	1	0.937500	0.394620
81	0	0.925926	0.394620
82	1	0.926829	0.405609
83	0	0.915663	0.405609
84	0	0.904762	0.405609
85	1	0.905882	0.415977
86	1	0.906977	0.401425
87	0	0.896552	0.401425
88	1	0.897727	0.398112
89	1	0.898876	0.384694
90	1	0.900000	0.443138
91	1	0.901099	0.427590
92	1	0.902174	0.458246
93	1	0.903226	0.471699
94	1	0.904255	0.630108
95	1	0.905263	0.613543
96	1	0.906250	0.573297
97	1	0.907216	0.646909
98	1	0.908163	0.688640
99	1	0.909091	0.688081
100	1	0.910000	0.712233
101	1	0.910891	0.659602
102	1	0.911765	0.716436
103	0	0.902913	0.716436
104	1	0.903846	0.663864
105	1	0.904762	0.730807
106	1	0.905660	0.810383
107	1	0.906542	0.813698
108	1	0.907407	0.847350
109	1	0.908257	0.905101
110	1	0.909091	0.966917
111	0	0.900901	0.966917
112	0	0.892857	0.966917
113	1	0.893805	0.981468
114	1	0.894737	0.931141
115	1	0.895652	0.893668
116	1	0.896552	0.846167
117	1	0.897436	0.863516
118	1	0.898305	0.869783
119	1	0.899160	0.914154
120	0	0.891667	0.914154
121	0	0.884298	0.914154
122	1	0.885246	0.847555
123	1	0.886179	0.830820
124	1	0.887097	0.867506
125	1	0.888000	0.873695
126	1	0.888889	0.760929
127	1	0.889764	0.723202
128	1	0.890625	0.669296
129	1	0.891473	0.696121
130	1	0.892308	0.740825
131	1	0.893130	0.628184
132	1	0.893939	0.621633
133	1	0.894737	0.576119
134	1	0.895522	0.573714
135	1	0.896296	0.658772
136	1	0.897059	0.637312
137	1	0.897810	0.553704
138	1	0.898551	0.481175
139	1	0.899281	0.446044
140	1	0.900000	0.479834
141	1	0.900709	0.525117
142	1	0.901408	0.513700
143	0	0.895105	0.513700
144	0	0.888889	0.513700
145	0	0.882759	0.513700
146	1	0.883562	0.504002
147	1	0.884354	0.503080
148	1	0.885135	0.461194
149	1	0.885906	0.440920
150	1	0.886667	0.479434
151	0	0.880795	0.479434
152	1	0.881579	0.520858
153	1	0.882353	0.537935
154	1	0.883117	0.579659
155	1	0.883871	0.617349
156	1	0.884615	0.700598
157	1	0.885350	0.700269
158	1	0.886076	0.726098
159	1	0.886792	0.643484
160	1	0.887500	0.646987
161	1	0.888199	0.630039
162	1	0.888889	0.663686
163	0	0.883436	0.663686
164	0	0.878049	0.663686
165	1	0.878788	0.721334
166	1	0.879518	0.695384
167	1	0.880240	0.745324
168	0	0.875000	0.745324
169	1	0.875740	0.668562
170	1	0.876471	0.786276
171	1	0.877193	0.831665
172	1	0.877907	0.805162
173	0	0.872832	0.805162
174	1	0.873563	0.897946
175	1	0.874286	0.785022
176	1	0.875000	0.776446
177	1	0.875706	0.782940
178	1	0.876404	0.802438
179	1	0.877095	0.838938
180	1	0.877778	0.762316
181	1	0.878453	0.784770
182	1	0.879121	0.749178
183	1	0.879781	0.872662
184	1	0.880435	0.969746
185	1	0.881081	1.082286
186	1	0.881720	1.066336
187	1	0.882353	1.091339
188	1	0.882979	1.050195
189	0	0.878307	1.050195
190	1	0.878947	1.047243
191	1	0.879581	1.108206
192	1	0.880208	1.249916
193	1	0.880829	1.266034
194	1	0.881443	1.339443
195	1	0.882051	1.341649
